05-03-2025,income,8104,food,Coffee Shop
06-03-2025,income,8319,salary,Monthly Salary
07-03-2025,expense,8534,food,Grocery Shopping
08-03-2025,expense,8749,transportation,Uber Ride
09-03-2025,income,8964,freelance,Website Design Project
10-03-2025,income,9179,entertainment,Movie Tickets
11-03-2025,expense,9394,shopping,New Clothes
12-03-2025,expense,9609,food,Restaurant Dinner
13-03-2025,income,9824,utilities,Electricity Bill
14-03-2025,income,10039,transportation,Bus Pass
15-03-2025,expense,10254,investment,Dividend Payment
16-03-2025,expense,10469,healthcare,Doctor Visit
17-03-2025,income,10684,food,Weekly Groceries
18-03-2025,income,10899,entertainment,Netflix Subscription
19-03-2025,expense,11114,transportation,Gas Station
20-03-2025,expense,11329,shopping,Online Purchase
21-03-2025,income,11544,food,Coffee Shop
22-03-2025,income,11759,salary,Monthly Salary
23-03-2025,expense,11974,food,Grocery Shopping
24-03-2025,expense,12189,transportation,Uber Ride
25-03-2025,income,12404,freelance,Website Design Project
26-03-2025,income,12619,entertainment,Movie Tickets
27-03-2025,expense,12834,shopping,New Clothes
28-03-2025,expense,13049,food,Restaurant Dinner
29-03-2025,income,13264,utilities,Electricity Bill
30-03-2025,income,13479,transportation,Bus Pass
31-03-2025,expense,13694,investment,Dividend Payment
01-04-2025,expense,13909,healthcare,Doctor Visit
02-04-2025,income,14124,food,Weekly Groceries
03-04-2025,income,14339,entertainment,Netflix Subscription
04-04-2025,expense,14554,transportation,Gas Station
05-04-2025,expense,14769,shopping,Online Purchase
06-04-2025,income,14984,food,Coffee Shop
07-04-2025,income,15199,salary,Monthly Salary
08-04-2025,expense,15414,food,Grocery Shopping
09-04-2025,expense,30,transportation,Uber Ride
10-04-2025,income,40,freelance,Website Design Project
11-04-2025,income,500,entertainment,Movie Tickets
12-04-2025,expense,250,shopping,New Clothes
13-04-2025,expense,1000,food,Restaurant Dinner
14-04-2025,income,5500,utilities,Electricity Bill
15-04-2025,income,30,transportation,Bus Pass
16-04-2025,expense,40,investment,Dividend Payment
17-04-2025,expense,500,healthcare,Doctor Visit
18-04-2025,income,250,food,Weekly Groceries
19-04-2025,income,1000,entertainment,Netflix Subscription
20-04-2025,expense,5500,transportation,Gas Station
21-04-2025,expense,30,shopping,Online Purchase
22-04-2025,income,40,food,Coffee Shop
23-04-2025,income,500,salary,Monthly Salary
24-04-2025,expense,250,food,Grocery Shopping
25-04-2025,expense,1000,transportation,Uber Ride
26-04-2025,income,1110.514706,freelance,Website Design Project
27-04-2025,income,1126.323529,entertainment,Movie Tickets
28-04-2025,expense,1142.132353,shopping,New Clothes
29-04-2025,expense,1157.941176,food,Restaurant Dinner
30-04-2025,income,1173.75,utilities,Electricity Bill
01-05-2025,income,1189.558824,transportation,Bus Pass
02-05-2025,expense,1205.367647,investment,Dividend Payment
03-05-2025,expense,1221.176471,healthcare,Doctor Visit
04-05-2025,income,1236.985294,food,Weekly Groceries
05-05-2025,income,1252.794118,entertainment,Netflix Subscription
06-05-2025,expense,1268.602941,transportation,Gas Station
07-05-2025,expense,1284.411765,shopping,Online Purchase
08-05-2025,income,1300.220588,food,Coffee Shop
09-05-2025,income,1316.029412,salary,Monthly Salary
10-05-2025,expense,1331.838235,food,Grocery Shopping
11-05-2025,expense,1347.647059,transportation,Uber Ride
12-05-2025,income,1363.455882,freelance,Website Design Project
13-05-2025,income,1379.264706,entertainment,Movie Tickets
14-05-2025,expense,1395.073529,shopping,New Clothes
15-05-2025,expense,1410.882353,food,Restaurant Dinner
16-05-2025,income,1426.691176,utilities,Electricity Bill
17-05-2025,income,1442.5,transportation,Bus Pass
18-05-2025,expense,1458.308824,investment,Dividend Payment
19-05-2025,expense,1474.117647,healthcare,Doctor Visit
20-05-2025,income,1489.926471,food,Weekly Groceries
21-05-2025,income,1505.735294,entertainment,Netflix Subscription
22-05-2025,expense,1521.544118,transportation,Gas Station
23-05-2025,expense,1537.352941,shopping,Online Purchase
24-05-2025,income,1553.161765,food,Coffee Shop
25-05-2025,income,1568.970588,salary,Monthly Salary
26-05-2025,expense,1584.779412,food,Grocery Shopping
27-05-2025,expense,1600.588235,transportation,Uber Ride
28-05-2025,income,1616.397059,freelance,Website Design Project
29-05-2025,income,1632.205882,entertainment,Movie Tickets
30-05-2025,expense,1648.014706,shopping,New Clothes
31-05-2025,expense,1663.823529,food,Restaurant Dinner
01-06-2025,income,1679.632353,utilities,Electricity Bill
02-06-2025,income,1695.441176,transportation,Bus Pass
03-06-2025,expense,30,investment,Dividend Payment
04-06-2025,expense,40,healthcare,Doctor Visit
05-06-2025,income,500,food,Weekly Groceries
06-06-2025,income,250,entertainment,Netflix Subscription
07-06-2025,expense,1000,transportation,Gas Station
08-06-2025,expense,5500,shopping,Online Purchase
09-06-2025,income,30,food,Coffee Shop
10-06-2025,income,40,salary,Monthly Salary
11-06-2025,expense,500,food,Grocery Shopping
12-06-2025,expense,250,transportation,Uber Ride
13-06-2025,income,1000,freelance,Website Design Project
14-06-2025,income,5500,entertainment,Movie Tickets
15-06-2025,expense,30,shopping,New Clothes
16-06-2025,expense,40,food,Restaurant Dinner
17-06-2025,income,500,utilities,Electricity Bill
18-06-2025,income,250,transportation,Bus Pass
19-06-2025,expense,1000,investment,Dividend Payment
20-06-2025,expense,1110.514706,healthcare,Doctor Visit
21-06-2025,income,1126.323529,food,Weekly Groceries
22-06-2025,income,1142.132353,entertainment,Netflix Subscription
23-06-2025,expense,1157.941176,transportation,Gas Station
24-06-2025,expense,1173.75,shopping,Online Purchase
25-06-2025,income,1189.558824,food,Coffee Shop
26-06-2025,income,1205.367647,salary,Monthly Salary
27-06-2025,expense,1221.176471,food,Grocery Shopping
28-06-2025,expense,1236.985294,transportation,Uber Ride
29-06-2025,income,1252.794118,freelance,Website Design Project
30-06-2025,income,1268.602941,entertainment,Movie Tickets
01-07-2025,expense,1284.411765,shopping,New Clothes
02-07-2025,expense,1300.220588,food,Restaurant Dinner
03-07-2025,income,1316.029412,utilities,Electricity Bill
04-07-2025,income,1331.838235,transportation,Bus Pass
05-07-2025,expense,1347.647059,investment,Dividend Payment
06-07-2025,expense,1363.455882,healthcare,Doctor Visit
07-07-2025,income,1379.264706,food,Weekly Groceries
08-07-2025,income,1395.073529,entertainment,Netflix Subscription
09-07-2025,expense,1410.882353,transportation,Gas Station
10-07-2025,expense,1426.691176,shopping,Online Purchase
11-07-2025,income,1442.5,food,Coffee Shop
12-07-2025,income,1458.308824,salary,Monthly Salary
13-07-2025,expense,1474.117647,food,Grocery Shopping
14-07-2025,expense,1489.926471,transportation,Uber Ride
15-07-2025,income,1505.735294,freelance,Website Design Project
16-07-2025,income,1521.544118,entertainment,Movie Tickets
17-07-2025,expense,1537.352941,shopping,New Clothes
18-07-2025,expense,1553.161765,food,Restaurant Dinner
19-07-2025,income,1568.970588,utilities,Electricity Bill
20-07-2025,income,1584.779412,transportation,Bus Pass
21-07-2025,expense,1600.588235,investment,Dividend Payment
22-07-2025,expense,1616.397059,healthcare,Doctor Visit
23-07-2025,income,1632.205882,food,Weekly Groceries
24-07-2025,income,1648.014706,entertainment,Netflix Subscription
25-07-2025,expense,1663.823529,transportation,Gas Station
26-07-2025,expense,1679.632353,shopping,Online Purchase
27-07-2025,income,1695.441176,food,Coffee Shop
28-07-2025,income,1711.25,salary,Monthly Salary
29-07-2025,expense,1727.058824,food,Grocery Shopping
30-07-2025,expense,1742.867647,transportation,Uber Ride
31-07-2025,income,1758.676471,freelance,Website Design Project
01-08-2025,income,1774.485294,entertainment,Movie Tickets
02-08-2025,expense,1790.294118,shopping,New Clothes
03-08-2025,expense,1806.102941,food,Restaurant Dinner
04-08-2025,income,1821.911765,utilities,Electricity Bill
05-08-2025,income,1837.720588,transportation,Bus Pass
06-08-2025,expense,1853.529412,investment,Dividend Payment
07-08-2025,expense,1869.338235,healthcare,Doctor Visit
08-08-2025,income,1885.147059,food,Weekly Groceries
09-08-2025,income,1900.955882,entertainment,Netflix Subscription
10-08-2025,expense,1916.764706,transportation,Gas Station
11-08-2025,expense,1932.573529,shopping,Online Purchase
12-08-2025,income,1948.382353,food,Coffee Shop
13-08-2025,income,1964.191176,salary,Monthly Salary
14-08-2025,expense,1980,food,Grocery Shopping
15-08-2025,expense,1995.808824,transportation,Uber Ride
16-08-2025,income,2011.617647,freelance,Website Design Project
17-08-2025,income,2027.426471,entertainment,Movie Tickets
18-08-2025,expense,2043.235294,shopping,New Clothes
19-08-2025,expense,2059.044118,food,Restaurant Dinner
20-08-2025,income,2074.852941,utilities,Electricity Bill
21-08-2025,income,2090.661765,transportation,Bus Pass
22-08-2025,expense,2106.470588,investment,Dividend Payment
23-08-2025,expense,2122.279412,healthcare,Doctor Visit
24-08-2025,income,2138.088235,food,Weekly Groceries
25-08-2025,income,2153.897059,entertainment,Netflix Subscription
26-08-2025,expense,2169.705882,transportation,Gas Station
27-08-2025,expense,2185.514706,shopping,Online Purchase
28-08-2025,income,2201.323529,food,Coffee Shop
29-08-2025,income,2217.132353,salary,Monthly Salary
30-08-2025,expense,2232.941176,food,Grocery Shopping
31-08-2025,expense,2248.75,transportation,Uber Ride
01-09-2025,income,2264.558824,freelance,Website Design Project
02-09-2025,income,2280.367647,entertainment,Movie Tickets
03-09-2025,expense,2296.176471,shopping,New Clothes
04-09-2025,expense,2311.985294,food,Restaurant Dinner
05-09-2025,income,2327.794118,utilities,Electricity Bill
06-09-2025,income,2343.602941,transportation,Bus Pass
07-09-2025,expense,2359.411765,investment,Dividend Payment
08-09-2025,expense,2375.220588,healthcare,Doctor Visit
09-09-2025,income,2391.029412,food,Weekly Groceries
10-09-2025,income,2406.838235,entertainment,Netflix Subscription
11-09-2025,expense,2422.647059,transportation,Gas Station
12-09-2025,expense,2438.455882,shopping,Online Purchase
13-09-2025,income,2454.264706,food,Coffee Shop
14-09-2025,income,2470.073529,salary,Monthly Salary
15-09-2025,expense,2485.882353,food,Grocery Shopping
16-09-2025,expense,2501.691176,transportation,Uber Ride
17-09-2025,income,2517.5,freelance,Website Design Project
18-09-2025,income,2533.308824,entertainment,Movie Tickets
19-09-2025,expense,2549.117647,shopping,New Clothes
20-09-2025,expense,2564.926471,food,Restaurant Dinner
21-09-2025,income,2580.735294,utilities,Electricity Bill
22-09-2025,income,2596.544118,transportation,Bus Pass
23-09-2025,expense,2612.352941,investment,Dividend Payment
24-09-2025,expense,2628.161765,healthcare,Doctor Visit
25-09-2025,income,2643.970588,food,Weekly Groceries
26-09-2025,income,2659.779412,entertainment,Netflix Subscription
27-09-2025,expense,2675.588235,transportation,Gas Station
28-09-2025,expense,2691.397059,shopping,Online Purchase
29-09-2025,income,2707.205882,food,Coffee Shop
30-09-2025,income,2723.014706,salary,Monthly Salary
01-10-2025,expense,2738.823529,food,Grocery Shopping
02-10-2025,expense,2754.632353,transportation,Uber Ride
03-10-2025,income,2770.441176,freelance,Website Design Project
04-10-2025,income,2786.25,entertainment,Movie Tickets
05-10-2025,expense,2802.058824,shopping,New Clothes
06-10-2025,expense,2817.867647,food,Restaurant Dinner
07-10-2025,income,2833.676471,utilities,Electricity Bill
08-10-2025,income,2849.485294,transportation,Bus Pass
09-10-2025,expense,2865.294118,investment,Dividend Payment
10-10-2025,expense,2881.102941,healthcare,Doctor Visit
11-10-2025,income,2896.911765,food,Weekly Groceries
12-10-2025,income,2912.720588,entertainment,Netflix Subscription
13-10-2025,expense,2928.529412,transportation,Gas Station
14-10-2025,expense,2944.338235,shopping,Online Purchase
15-10-2025,income,2960.147059,food,Coffee Shop
16-10-2025,income,2975.955882,salary,Monthly Salary
17-10-2025,expense,2991.764706,food,Grocery Shopping
18-10-2025,expense,3007.573529,transportation,Uber Ride
19-10-2025,income,3023.382353,freelance,Website Design Project
20-10-2025,income,3039.191176,entertainment,Movie Tickets
21-10-2025,expense,3055,shopping,New Clothes
22-10-2025,expense,3070.808824,food,Restaurant Dinner
23-10-2025,income,3086.617647,utilities,Electricity Bill
24-10-2025,income,3102.426471,transportation,Bus Pass
25-10-2025,expense,3118.235294,investment,Dividend Payment
26-10-2025,expense,3134.044118,healthcare,Doctor Visit
27-10-2025,income,3149.852941,food,Weekly Groceries
28-10-2025,income,3165.661765,entertainment,Netflix Subscription
29-10-2025,expense,3181.470588,transportation,Gas Station
30-10-2025,expense,3197.279412,shopping,Online Purchase
31-10-2025,income,3213.088235,food,Coffee Shop
01-11-2025,income,3228.897059,salary,Monthly Salary
02-11-2025,expense,3244.705882,food,Grocery Shopping
03-11-2025,expense,3260.514706,transportation,Uber Ride
04-11-2025,income,3276.323529,freelance,Website Design Project
05-11-2025,income,3292.132353,entertainment,Movie Tickets
06-11-2025,expense,3307.941176,shopping,New Clothes
07-11-2025,expense,3323.75,food,Restaurant Dinner
08-11-2025,income,3339.558824,utilities,Electricity Bill
09-11-2025,income,3355.367647,transportation,Bus Pass
10-11-2025,expense,3371.176471,investment,Dividend Payment
11-11-2025,expense,3386.985294,healthcare,Doctor Visit
12-11-2025,income,3402.794118,food,Weekly Groceries
13-11-2025,income,3418.602941,entertainment,Netflix Subscription
14-11-2025,expense,3434.411765,transportation,Gas Station
15-11-2025,expense,3450.220588,shopping,Online Purchase
16-11-2025,income,3466.029412,food,Coffee Shop
17-11-2025,income,3481.838235,salary,Monthly Salary
18-11-2025,expense,3497.647059,food,Grocery Shopping
19-11-2025,expense,3513.455882,transportation,Uber Ride
20-11-2025,income,3529.264706,freelance,Website Design Project
21-11-2025,income,3545.073529,entertainment,Movie Tickets
22-11-2025,expense,3560.882353,shopping,New Clothes
23-11-2025,expense,3576.691176,food,Restaurant Dinner
24-11-2025,income,3592.5,utilities,Electricity Bill
25-11-2025,income,3608.308824,transportation,Bus Pass
26-11-2025,expense,3624.117647,investment,Dividend Payment
27-11-2025,expense,3639.926471,healthcare,Doctor Visit
28-11-2025,income,3655.735294,food,Weekly Groceries
29-11-2025,income,3671.544118,entertainment,Netflix Subscription
30-11-2025,expense,3687.352941,transportation,Gas Station
01-12-2025,expense,3703.161765,shopping,Online Purchase
02-12-2025,income,3718.970588,food,Coffee Shop
03-12-2025,income,3734.779412,salary,Monthly Salary
04-12-2025,expense,3750.588235,food,Grocery Shopping
05-12-2025,expense,3766.397059,transportation,Uber Ride
06-12-2025,income,3782.205882,freelance,Website Design Project
07-12-2025,income,3798.014706,entertainment,Movie Tickets
08-12-2025,expense,3813.823529,shopping,New Clothes
09-12-2025,expense,3829.632353,food,Restaurant Dinner
10-12-2025,income,3845.441176,utilities,Electricity Bill
11-12-2025,income,3861.25,transportation,Bus Pass
12-12-2025,expense,3877.058824,investment,Dividend Payment
13-12-2025,expense,3892.867647,healthcare,Doctor Visit
14-12-2025,income,3908.676471,food,Weekly Groceries
15-12-2025,income,3924.485294,entertainment,Netflix Subscription
16-12-2025,expense,3940.294118,transportation,Gas Station
17-12-2025,expense,3956.102941,shopping,Online Purchase
18-12-2025,income,3971.911765,food,Coffee Shop
19-12-2025,income,3987.720588,salary,Monthly Salary
20-12-2025,expense,4003.529412,food,Grocery Shopping
21-12-2025,expense,4019.338235,transportation,Uber Ride
22-12-2025,income,4035.147059,freelance,Website Design Project
23-12-2025,income,4050.955882,entertainment,Movie Tickets
24-12-2025,expense,500,shopping,New Clothes
25-12-2025,expense,235,food,Restaurant Dinner
26-12-2025,income,12,utilities,Electricity Bill
27-12-2025,income,333,transportation,Bus Pass
28-12-2025,expense,89,investment,Dividend Payment
29-12-2025,expense,300,healthcare,Doctor Visit
30-12-2025,income,350,food,Weekly Groceries
31-12-2025,income,200,entertainment,Netflix Subscription
